sku_interno,codigo_erp,produto,loja,estoque_minimo_legado
694,8645,CORTINA LUX UNICA TERGAL TRIGO 2.60X1.70,Venda Nova,3
699,8757,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PRATA 2.60X1.70,Babita,3
699,8757,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PRATA 2.60X1.70,Barreiro,3
699,8757,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PRATA 2.60X1.70,Betim,3
699,8757,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PRATA 2.60X1.70,Carijós,3
699,8757,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PRATA 2.60X1.70,Eldorado 2,3
699,8757,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PRATA 2.60X1.70,Fábrica,5
699,8757,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PRATA 2.60X1.70,G2,3
699,8757,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PRATA 2.60X1.70,Guaranis,3
699,8757,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PRATA 2.60X1.70,Tupis,3
699,8757,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PRATA 2.60X1.70,Venda Nova,3
709,8825,CORTINA MICROFIBRA TRIGO 5.80X2.60,Babita,3
709,8825,CORTINA MICROFIBRA TRIGO 5.80X2.60,Barreiro,3
709,8825,CORTINA MICROFIBRA TRIGO 5.80X2.60,Betim,3
709,8825,CORTINA MICROFIBRA TRIGO 5.80X2.60,Carijós,3
709,8825,CORTINA MICROFIBRA TRIGO 5.80X2.60,Eldorado 2,3
709,8825,CORTINA MICROFIBRA TRIGO 5.80X2.60,Fábrica,5
709,8825,CORTINA MICROFIBRA TRIGO 5.80X2.60,G2,3
709,8825,CORTINA MICROFIBRA TRIGO 5.80X2.60,Guaranis,3
709,8825,CORTINA MICROFIBRA TRIGO 5.80X2.60,Tupis,3
709,8825,CORTINA MICROFIBRA TRIGO 5.80X2.60,Venda Nova,3
719,8924,CORTINA BRIZA COZ. RENDA MAÇA BRANCO 2.00X1.50,Babita,3
719,8924,CORTINA BRIZA COZ. RENDA MAÇA BRANCO 2.00X1.50,Barreiro,3
719,8924,CORTINA BRIZA COZ. RENDA MAÇA BRANCO 2.00X1.50,Betim,3
719,8924,CORTINA BRIZA COZ. RENDA MAÇA BRANCO 2.00X1.50,Carijós,3
719,8924,CORTINA BRIZA COZ. RENDA MAÇA BRANCO 2.00X1.50,Eldorado 2,3
719,8924,CORTINA BRIZA COZ. RENDA MAÇA BRANCO 2.00X1.50,Fábrica,5
719,8924,CORTINA BRIZA COZ. RENDA MAÇA BRANCO 2.00X1.50,G2,3
719,8924,CORTINA BRIZA COZ. RENDA MAÇA BRANCO 2.00X1.50,Guaranis,3
719,8924,CORTINA BRIZA COZ. RENDA MAÇA BRANCO 2.00X1.50,Tupis,3
719,8924,CORTINA BRIZA COZ. RENDA MAÇA BRANCO 2.00X1.50,Venda Nova,3
720,8925,CORTINA BRIZA COZ. RENDA TULIPA BRANCO 2.00X1.50,Babita,3
720,8925,CORTINA BRIZA COZ. RENDA TULIPA BRANCO 2.00X1.50,Barreiro,3
720,8925,CORTINA BRIZA COZ. RENDA TULIPA BRANCO 2.00X1.50,Betim,3
720,8925,CORTINA BRIZA COZ. RENDA TULIPA BRANCO 2.00X1.50,Carijós,3
720,8925,CORTINA BRIZA COZ. RENDA TULIPA BRANCO 2.00X1.50,Eldorado 2,3
720,8925,CORTINA BRIZA COZ. RENDA TULIPA BRANCO 2.00X1.50,Fábrica,5
720,8925,CORTINA BRIZA COZ. RENDA TULIPA BRANCO 2.00X1.50,G2,3
720,8925,CORTINA BRIZA COZ. RENDA TULIPA BRANCO 2.00X1.50,Guaranis,3
720,8925,CORTINA BRIZA COZ. RENDA TULIPA BRANCO 2.00X1.50,Tupis,3
720,8925,CORTINA BRIZA COZ. RENDA TULIPA BRANCO 2.00X1.50,Venda Nova,3
1920,9282,CORTINA SARON SOB MEDIDA,Babita,3
1920,9282,CORTINA SARON SOB MEDIDA,Barreiro,3
1920,9282,CORTINA SARON SOB MEDIDA,Betim,3
1920,9282,CORTINA SARON SOB MEDIDA,Carijós,3
1920,9282,CORTINA SARON SOB MEDIDA,Eldorado 2,3
1920,9282,CORTINA SARON SOB MEDIDA,Fábrica,5
1920,9282,CORTINA SARON SOB MEDIDA,G2,3
1920,9282,CORTINA SARON SOB MEDIDA,Guaranis,3
1920,9282,CORTINA SARON SOB MEDIDA,Tupis,3
1920,9282,CORTINA SARON SOB MEDIDA,Venda Nova,3
1920,9282,CORTINA SARON SOB MEDIDA,Web,3
800,9773,CORTINA LUX UNICA CTL LISO CRU 2.60X1.70,Babita,3
800,9773,CORTINA LUX UNICA CTL LISO CRU 2.60X1.70,Barreiro,3
800,9773,CORTINA LUX UNICA CTL LISO CRU 2.60X1.70,Betim,3
800,9773,CORTINA LUX UNICA CTL LISO CRU 2.60X1.70,Carijós,3
800,9773,CORTINA LUX UNICA CTL LISO CRU 2.60X1.70,Eldorado 2,3
800,9773,CORTINA LUX UNICA CTL LISO CRU 2.60X1.70,Fábrica,5
800,9773,CORTINA LUX UNICA CTL LISO CRU 2.60X1.70,G2,3
800,9773,CORTINA LUX UNICA CTL LISO CRU 2.60X1.70,Guaranis,3
800,9773,CORTINA LUX UNICA CTL LISO CRU 2.60X1.70,Tupis,3
800,9773,CORTINA LUX UNICA CTL LISO CRU 2.60X1.70,Venda Nova,3
801,9774,CORTINA LUX UNICA CTL LISO NUDE 2.60X1.70,Babita,3
801,9774,CORTINA LUX UNICA CTL LISO NUDE 2.60X1.70,Barreiro,3
801,9774,CORTINA LUX UNICA CTL LISO NUDE 2.60X1.70,Betim,3
801,9774,CORTINA LUX UNICA CTL LISO NUDE 2.60X1.70,Carijós,3
801,9774,CORTINA LUX UNICA CTL LISO NUDE 2.60X1.70,Eldorado 2,3
801,9774,CORTINA LUX UNICA CTL LISO NUDE 2.60X1.70,Fábrica,5
801,9774,CORTINA LUX UNICA CTL LISO NUDE 2.60X1.70,G2,3
801,9774,CORTINA LUX UNICA CTL LISO NUDE 2.60X1.70,Guaranis,3
801,9774,CORTINA LUX UNICA CTL LISO NUDE 2.60X1.70,Tupis,3
801,9774,CORTINA LUX UNICA CTL LISO NUDE 2.60X1.70,Venda Nova,3
804,9782,CORTINA LUX UNICA CTL LISO CRU 4.00X2.60,Babita,3
804,9782,CORTINA LUX UNICA CTL LISO CRU 4.00X2.60,Barreiro,3
804,9782,CORTINA LUX UNICA CTL LISO CRU 4.00X2.60,Betim,3
804,9782,CORTINA LUX UNICA CTL LISO CRU 4.00X2.60,Carijós,3
804,9782,CORTINA LUX UNICA CTL LISO CRU 4.00X2.60,Eldorado 2,3
804,9782,CORTINA LUX UNICA CTL LISO CRU 4.00X2.60,Fábrica,5
804,9782,CORTINA LUX UNICA CTL LISO CRU 4.00X2.60,G2,3
804,9782,CORTINA LUX UNICA CTL LISO CRU 4.00X2.60,Guaranis,3
804,9782,CORTINA LUX UNICA CTL LISO CRU 4.00X2.60,Tupis,3
804,9782,CORTINA LUX UNICA CTL LISO CRU 4.00X2.60,Venda Nova,3
805,9783,CORTINA LUX UNICA CTL LISO NUDE 4.00X2.60,Babita,3
805,9783,CORTINA LUX UNICA CTL LISO NUDE 4.00X2.60,Barreiro,3
805,9783,CORTINA LUX UNICA CTL LISO NUDE 4.00X2.60,Betim,3
805,9783,CORTINA LUX UNICA CTL LISO NUDE 4.00X2.60,Carijós,3
805,9783,CORTINA LUX UNICA CTL LISO NUDE 4.00X2.60,Eldorado 2,3
805,9783,CORTINA LUX UNICA CTL LISO NUDE 4.00X2.60,Fábrica,5
805,9783,CORTINA LUX UNICA CTL LISO NUDE 4.00X2.60,G2,3
805,9783,CORTINA LUX UNICA CTL LISO NUDE 4.00X2.60,Guaranis,3
805,9783,CORTINA LUX UNICA CTL LISO NUDE 4.00X2.60,Tupis,3
805,9783,CORTINA LUX UNICA CTL LISO NUDE 4.00X2.60,Venda Nova,3
806,9786,CORTINA LUX UNICA CTL LISO CRU 5.80X2.60,Babita,3
806,9786,CORTINA LUX UNICA CTL LISO CRU 5.80X2.60,Barreiro,3
806,9786,CORTINA LUX UNICA CTL LISO CRU 5.80X2.60,Betim,3
806,9786,CORTINA LUX UNICA CTL LISO CRU 5.80X2.60,Carijós,3
806,9786,CORTINA LUX UNICA CTL LISO CRU 5.80X2.60,Eldorado 2,3
806,9786,CORTINA LUX UNICA CTL LISO CRU 5.80X2.60,Fábrica,5
806,9786,CORTINA LUX UNICA CTL LISO CRU 5.80X2.60,G2,3
806,9786,CORTINA LUX UNICA CTL LISO CRU 5.80X2.60,Guaranis,3
806,9786,CORTINA LUX UNICA CTL LISO CRU 5.80X2.60,Tupis,3
806,9786,CORTINA LUX UNICA CTL LISO CRU 5.80X2.60,Venda Nova,3
806,9786,CORTINA LUX UNICA CTL LISO CRU 5.80X2.60,Web,3
807,9787,CORTINA LUX UNICA CTL LISO NUDE 5.80X2.60,Babita,3
807,9787,CORTINA LUX UNICA CTL LISO NUDE 5.80X2.60,Barreiro,3
807,9787,CORTINA LUX UNICA CTL LISO NUDE 5.80X2.60,Betim,3
807,9787,CORTINA LUX UNICA CTL LISO NUDE 5.80X2.60,Carijós,3
807,9787,CORTINA LUX UNICA CTL LISO NUDE 5.80X2.60,Eldorado 2,3
807,9787,CORTINA LUX UNICA CTL LISO NUDE 5.80X2.60,Fábrica,5
807,9787,CORTINA LUX UNICA CTL LISO NUDE 5.80X2.60,G2,3
807,9787,CORTINA LUX UNICA CTL LISO NUDE 5.80X2.60,Guaranis,3
807,9787,CORTINA LUX UNICA CTL LISO NUDE 5.80X2.60,Tupis,3
807,9787,CORTINA LUX UNICA CTL LISO NUDE 5.80X2.60,Venda Nova,3
827,9864,CORTINA LUX ESPECIAL VOIL SLIN BRANCO 4.00X2.60,Babita,3
827,9864,CORTINA LUX ESPECIAL VOIL SLIN BRANCO 4.00X2.60,Barreiro,3
827,9864,CORTINA LUX ESPECIAL VOIL SLIN BRANCO 4.00X2.60,Betim,3
827,9864,CORTINA LUX ESPECIAL VOIL SLIN BRANCO 4.00X2.60,Carijós,3
827,9864,CORTINA LUX ESPECIAL VOIL SLIN BRANCO 4.00X2.60,Eldorado 2,3
827,9864,CORTINA LUX ESPECIAL VOIL SLIN BRANCO 4.00X2.60,Fábrica,5
827,9864,CORTINA LUX ESPECIAL VOIL SLIN BRANCO 4.00X2.60,G2,3
827,9864,CORTINA LUX ESPECIAL VOIL SLIN BRANCO 4.00X2.60,Guaranis,3
827,9864,CORTINA LUX ESPECIAL VOIL SLIN BRANCO 4.00X2.60,Tupis,3
827,9864,CORTINA LUX ESPECIAL VOIL SLIN BRANCO 4.00X2.60,Venda Nova,3
834,9891,CORTINA BLACKOUT PVC AZUL MARINHO 2.60X1.70,Babita,3
834,9891,CORTINA BLACKOUT PVC AZUL MARINHO 2.60X1.70,Barreiro,3
834,9891,CORTINA BLACKOUT PVC AZUL MARINHO 2.60X1.70,Betim,3
834,9891,CORTINA BLACKOUT PVC AZUL MARINHO 2.60X1.70,Carijós,3
834,9891,CORTINA BLACKOUT PVC AZUL MARINHO 2.60X1.70,Eldorado 2,3
834,9891,CORTINA BLACKOUT PVC AZUL MARINHO 2.60X1.70,Fábrica,5
834,9891,CORTINA BLACKOUT PVC AZUL MARINHO 2.60X1.70,G2,3
834,9891,CORTINA BLACKOUT PVC AZUL MARINHO 2.60X1.70,Guaranis,3
834,9891,CORTINA BLACKOUT PVC AZUL MARINHO 2.60X1.70,Tupis,3
834,9891,CORTINA BLACKOUT PVC AZUL MARINHO 2.60X1.70,Venda Nova,3
837,9894,CORTINA LUX UNICA BLACK PVC TABACO 2.60X1.70,Babita,3
837,9894,CORTINA LUX UNICA BLACK PVC TABACO 2.60X1.70,Barreiro,3
837,9894,CORTINA LUX UNICA BLACK PVC TABACO 2.60X1.70,Betim,3
837,9894,CORTINA LUX UNICA BLACK PVC TABACO 2.60X1.70,Carijós,3
837,9894,CORTINA LUX UNICA BLACK PVC TABACO 2.60X1.70,Eldorado 2,3
837,9894,CORTINA LUX UNICA BLACK PVC TABACO 2.60X1.70,Fábrica,5
837,9894,CORTINA LUX UNICA BLACK PVC TABACO 2.60X1.70,G2,3
837,9894,CORTINA LUX UNICA BLACK PVC TABACO 2.60X1.70,Guaranis,3
837,9894,CORTINA LUX UNICA BLACK PVC TABACO 2.60X1.70,Tupis,3
837,9894,CORTINA LUX UNICA BLACK PVC TABACO 2.60X1.70,Venda Nova,3
868,9992,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PEROLA 2.60X1.70,Babita,3
868,9992,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PEROLA 2.60X1.70,Barreiro,3
868,9992,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PEROLA 2.60X1.70,Betim,3
868,9992,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PEROLA 2.60X1.70,Carijós,3
868,9992,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PEROLA 2.60X1.70,Eldorado 2,3
868,9992,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PEROLA 2.60X1.70,Fábrica,5
868,9992,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PEROLA 2.60X1.70,G2,3
868,9992,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PEROLA 2.60X1.70,Guaranis,3
868,9992,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PEROLA 2.60X1.70,Tupis,3
868,9992,CORTINA LUX PRATIKA BLACK PVC VOIL XADREZ PEROLA 2.60X1.70,Venda Nova,3
